day,month,year,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,age_group,uk_interest_rate,uk_unemployment_pct,uk_gdp_growth_pct,uk_inflation_pct,uk_avg_salary_gbp,uk_consumer_confidence,uk_household_debt_to_income
16,jul,2021,40,blue-collar,married,primary,no,1206,no,yes,telephone,201,5,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jan,2018,28,management,single,tertiary,no,882,no,yes,cellular,94,1,205,2,failure,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
12,nov,2023,27,student,single,tertiary,no,5291,no,no,cellular,192,2,92,2,failure,1,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
29,jan,2018,49,management,single,secondary,no,61,yes,no,cellular,185,2,246,1,failure,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
17,nov,2023,37,technician,married,tertiary,no,0,yes,no,cellular,77,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
6,may,2020,31,blue-collar,married,secondary,no,1407,yes,no,cellular,142,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,feb,2018,31,technician,single,secondary,yes,25,no,no,cellular,381,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
17,nov,2023,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,222,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
17,apr,2019,35,blue-collar,married,primary,no,793,yes,no,cellular,106,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
29,may,2020,51,blue-collar,divorced,,no,10287,yes,no,,117,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,aug,2021,33,technician,single,secondary,no,5235,no,no,cellular,67,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,30,technician,single,tertiary,no,3,yes,no,cellular,45,2,169,2,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,jul,2021,58,technician,single,secondary,no,409,no,yes,cellular,643,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
15,oct,2022,34,admin.,married,tertiary,no,35,yes,no,cellular,76,1,69,2,failure,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
21,aug,2021,45,management,married,tertiary,no,-459,no,no,cellular,508,6,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
5,jul,2021,28,services,single,secondary,no,198,no,no,cellular,128,2,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
17,apr,2019,31,blue-collar,married,primary,no,99,yes,no,cellular,193,2,322,1,other,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
16,jun,2020,40,management,married,tertiary,no,60,no,no,,172,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,feb,2018,30,services,single,secondary,no,3485,no,no,cellular,142,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
27,may,2020,34,entrepreneur,married,secondary,no,-139,yes,yes,,492,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,jun,2020,40,blue-collar,married,secondary,no,952,no,yes,,140,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,jun,2020,59,retired,married,primary,no,1427,no,no,,140,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,may,2020,43,technician,single,tertiary,no,1017,yes,no,,257,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jan,2018,41,management,married,tertiary,no,-29,no,no,cellular,41,2,266,2,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
21,aug,2021,33,technician,divorced,secondary,no,9,no,no,cellular,91,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,apr,2019,33,management,married,secondary,no,4040,yes,no,cellular,132,2,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
3,jun,2020,36,blue-collar,married,secondary,no,13,no,no,,284,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,jul,2021,32,self-employed,single,secondary,no,1259,no,no,cellular,184,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
18,jul,2021,25,admin.,married,secondary,no,18,yes,no,cellular,225,1,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,25,blue-collar,married,secondary,no,-76,yes,no,,241,3,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,38,technician,single,tertiary,no,221,no,no,cellular,79,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
22,apr,2019,34,management,married,tertiary,no,136,yes,no,cellular,156,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
27,oct,2022,67,blue-collar,married,secondary,no,16353,no,no,cellular,223,2,-1,0,,0,65+,1.75,3.7,4.1,9.1,31000,−41,152.6
30,may,2020,32,blue-collar,married,secondary,no,-63,yes,no,,198,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,aug,2021,45,housemaid,married,primary,no,7353,no,no,cellular,536,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
21,may,2020,33,blue-collar,married,primary,no,511,yes,no,,304,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,38,admin.,married,primary,no,3913,yes,no,cellular,196,2,315,2,failure,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
12,may,2020,32,technician,divorced,secondary,no,1097,yes,no,,298,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,54,retired,divorced,tertiary,no,6102,yes,yes,,86,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,51,admin.,divorced,secondary,no,340,yes,no,,186,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,jul,2021,42,blue-collar,married,primary,no,-119,yes,no,cellular,167,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
22,jul,2021,41,admin.,married,secondary,no,2993,yes,no,cellular,24,12,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
18,aug,2021,39,management,divorced,tertiary,no,3575,no,yes,cellular,74,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
11,jun,2020,38,blue-collar,married,secondary,no,361,yes,no,,601,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,may,2020,39,management,married,secondary,no,1072,yes,no,,1168,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,46,blue-collar,married,primary,no,2904,no,no,cellular,277,2,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
6,feb,2018,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,748,3,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
19,may,2020,33,blue-collar,married,secondary,no,86,yes,no,,364,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,may,2020,37,technician,married,secondary,no,1633,yes,no,,229,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,aug,2021,31,management,married,tertiary,no,8312,no,no,cellular,43,13,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,jun,2020,34,blue-collar,divorced,,no,172,no,no,cellular,177,1,-1,0,,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,aug,2021,34,management,married,tertiary,no,0,yes,no,cellular,262,1,99,2,success,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,36,management,married,tertiary,no,222,yes,no,cellular,317,1,169,2,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,40,technician,married,secondary,no,109,no,no,,402,22,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
1,jun,2020,40,blue-collar,married,secondary,no,1451,no,no,cellular,314,1,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,feb,2018,41,technician,married,secondary,no,1066,no,no,cellular,109,3,-1,0,,1,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
25,aug,2021,52,management,married,tertiary,no,3163,no,no,cellular,56,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,40,services,single,secondary,no,888,yes,no,,169,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,48,blue-collar,single,,no,428,yes,no,cellular,127,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,33,management,divorced,secondary,no,106,no,no,cellular,175,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
12,aug,2021,44,technician,divorced,secondary,no,0,no,no,cellular,56,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
8,jul,2021,55,management,married,tertiary,no,979,no,yes,cellular,123,1,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,jan,2018,51,admin.,married,secondary,no,2662,no,no,telephone,148,2,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
5,feb,2018,34,management,single,tertiary,no,84,no,no,cellular,231,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
23,jul,2021,58,retired,divorced,,no,5920,yes,no,cellular,255,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
27,aug,2021,39,management,single,tertiary,no,816,yes,no,cellular,37,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
5,aug,2021,27,unemployed,single,secondary,no,3276,no,no,cellular,106,1,110,2,other,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
19,may,2020,55,management,divorced,,no,2,yes,no,,95,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,jul,2021,35,technician,single,secondary,no,-51,no,no,,134,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
9,apr,2019,37,technician,single,tertiary,no,3315,yes,no,cellular,820,2,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
24,feb,2018,52,technician,married,secondary,no,196,yes,yes,cellular,116,1,273,3,failure,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
12,may,2020,41,blue-collar,married,secondary,no,552,yes,no,cellular,463,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,52,admin.,married,secondary,no,2347,no,yes,cellular,603,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
27,may,2020,34,blue-collar,single,secondary,no,3723,yes,no,,47,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,53,management,divorced,primary,no,255,no,no,cellular,126,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
29,jun,2020,33,management,single,tertiary,no,3143,no,no,cellular,421,2,-1,0,,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,jun,2020,47,self-employed,married,secondary,no,0,no,no,,174,8,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,35,blue-collar,married,secondary,no,6411,yes,yes,cellular,144,1,266,2,failure,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
8,aug,2021,33,management,single,tertiary,no,1909,no,no,cellular,191,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
21,apr,2019,55,blue-collar,married,primary,no,3873,no,no,telephone,222,1,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
11,aug,2021,58,self-employed,married,primary,no,1013,yes,no,cellular,206,1,461,1,failure,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jul,2021,44,admin.,married,secondary,no,262,yes,no,cellular,74,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,25,services,single,secondary,no,3217,yes,no,,24,1,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,37,technician,single,secondary,no,5436,yes,no,cellular,7,11,351,1,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,41,blue-collar,married,primary,no,2067,yes,no,cellular,493,7,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,mar,2019,34,blue-collar,single,secondary,no,215,no,no,cellular,350,3,-1,0,,1,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
6,jun,2020,36,services,divorced,secondary,no,1594,no,no,,250,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,aug,2021,44,self-employed,married,tertiary,no,134,no,no,cellular,86,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,371,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
9,jun,2020,56,blue-collar,divorced,primary,no,3021,no,no,,419,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,43,management,divorced,tertiary,no,388,yes,no,,2087,2,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,28,blue-collar,single,secondary,no,3412,yes,no,cellular,22,4,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,may,2020,54,blue-collar,married,secondary,no,1291,yes,no,,266,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,jul,2021,37,technician,divorced,secondary,no,79,no,no,cellular,191,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
19,feb,2018,59,self-employed,married,tertiary,no,2013,no,no,cellular,222,4,94,2,success,1,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
17,jul,2021,58,blue-collar,divorced,secondary,no,543,no,yes,telephone,264,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jun,2020,56,management,divorced,tertiary,no,1016,yes,no,,184,5,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,may,2020,32,blue-collar,single,secondary,no,604,no,yes,cellular,95,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,aug,2021,42,management,single,tertiary,no,525,no,no,cellular,127,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,52,retired,divorced,primary,no,353,no,no,cellular,395,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
8,apr,2019,46,management,married,tertiary,no,964,yes,no,cellular,174,1,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
27,apr,2019,37,admin.,married,tertiary,no,3913,yes,no,cellular,124,1,-1,0,,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
26,may,2020,39,blue-collar,married,primary,no,879,yes,no,,102,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,apr,2019,31,admin.,married,secondary,no,314,yes,no,cellular,279,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
27,aug,2021,59,housemaid,married,primary,no,0,no,no,cellular,76,11,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
11,may,2020,38,blue-collar,married,secondary,no,1370,yes,no,cellular,472,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,aug,2021,58,management,married,secondary,no,37,no,no,cellular,84,11,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,34,management,single,tertiary,no,673,yes,yes,cellular,271,1,184,1,failure,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
26,may,2020,40,services,married,secondary,no,-342,yes,no,,754,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,20,student,single,secondary,no,291,no,no,telephone,172,5,371,5,failure,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,apr,2019,34,technician,married,secondary,no,209,yes,yes,cellular,375,2,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
12,aug,2021,31,technician,single,tertiary,no,438,yes,no,cellular,130,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,39,admin.,single,secondary,no,1242,yes,no,,303,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,may,2020,34,entrepreneur,married,tertiary,no,355,yes,no,,261,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,apr,2019,24,blue-collar,married,secondary,no,204,yes,yes,cellular,229,3,-1,0,,0,18-25,0.75,3.8,1.6,1.8,29000,−14,137.1
1,jun,2020,41,management,married,tertiary,no,10758,yes,no,cellular,288,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,40,management,married,tertiary,no,5,yes,no,cellular,219,3,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
30,may,2020,45,technician,single,secondary,no,410,yes,no,,891,4,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,36,management,married,tertiary,no,605,yes,no,,204,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,53,management,married,tertiary,no,4,no,no,,19,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,aug,2021,23,student,single,secondary,no,8494,no,no,cellular,158,2,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,42,entrepreneur,married,primary,no,198,yes,no,,314,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,may,2020,48,blue-collar,married,secondary,no,841,yes,no,,215,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,aug,2021,34,management,married,tertiary,no,8,no,no,cellular,169,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,36,admin.,married,secondary,no,470,yes,no,cellular,101,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
20,may,2020,43,retired,married,secondary,no,520,yes,no,,15,13,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,36,blue-collar,married,secondary,no,439,yes,no,,260,5,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,49,blue-collar,married,secondary,no,-454,yes,no,cellular,558,1,-1,0,,1,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jun,2020,55,retired,married,secondary,no,466,no,no,,287,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,apr,2019,53,retired,married,secondary,no,665,yes,no,cellular,371,2,-1,0,,1,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
11,aug,2021,42,technician,married,secondary,no,994,yes,no,cellular,149,1,78,5,failure,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
21,oct,2022,45,admin.,married,secondary,no,5346,yes,yes,,187,1,-1,0,,1,36-45,1.75,3.7,4.1,9.1,31000,−41,152.6
21,may,2020,31,blue-collar,married,secondary,no,1243,yes,no,,32,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,may,2020,32,admin.,married,tertiary,no,0,yes,no,,138,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jun,2020,36,blue-collar,married,secondary,no,2357,yes,no,,228,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jul,2021,56,retired,married,secondary,no,1044,no,no,telephone,353,2,-1,0,,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,46,admin.,married,secondary,no,1069,yes,no,,45,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jul,2021,41,housemaid,single,secondary,no,231,no,no,cellular,76,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,31,admin.,married,secondary,no,0,yes,yes,,144,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,aug,2021,32,technician,married,secondary,no,266,yes,no,cellular,168,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jan,2018,38,management,married,tertiary,no,-70,yes,no,cellular,140,1,2,3,other,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
17,jun,2020,49,retired,single,primary,no,25824,no,no,,94,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jun,2020,46,management,single,primary,no,538,no,no,,118,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,29,technician,single,secondary,no,534,yes,no,cellular,382,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,36,admin.,married,,no,2323,no,no,cellular,111,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
15,may,2020,38,admin.,married,secondary,no,1852,yes,no,cellular,298,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,may,2020,53,technician,married,secondary,no,2647,yes,no,,121,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,43,management,married,tertiary,no,2767,yes,no,,317,7,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,may,2020,41,management,married,tertiary,no,176,yes,yes,,42,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,aug,2021,42,management,single,secondary,no,9720,no,no,cellular,81,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
3,apr,2019,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,296,1,270,3,failure,1,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
25,jul,2021,39,admin.,divorced,secondary,no,2903,yes,yes,telephone,259,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
6,aug,2021,30,admin.,single,secondary,no,81,yes,no,cellular,121,6,112,3,other,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,41,blue-collar,married,secondary,no,780,yes,no,cellular,432,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,aug,2021,44,unemployed,married,tertiary,no,178,no,no,cellular,126,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
16,jul,2021,58,management,married,tertiary,no,299,no,no,cellular,120,4,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jan,2018,35,retired,married,primary,no,285,yes,no,cellular,136,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
17,apr,2019,27,blue-collar,married,secondary,no,872,yes,no,cellular,1130,3,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
17,dec,2023,34,services,married,secondary,no,1337,no,no,cellular,330,2,127,3,success,1,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
23,jul,2021,25,services,married,secondary,no,72,yes,no,cellular,305,2,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
20,jun,2020,36,blue-collar,married,secondary,no,0,no,no,,332,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,may,2020,38,blue-collar,married,secondary,no,-388,yes,no,,412,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,30,admin.,married,secondary,no,11,yes,no,cellular,157,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,71,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,41,services,divorced,secondary,no,787,yes,no,cellular,297,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,36,management,single,tertiary,no,3343,no,no,cellular,307,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
4,aug,2021,63,entrepreneur,married,secondary,no,3904,no,no,telephone,250,2,187,2,success,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
30,apr,2019,23,management,single,tertiary,no,736,yes,no,cellular,119,1,-1,0,,0,18-25,0.75,3.8,1.6,1.8,29000,−14,137.1
7,aug,2021,32,management,married,tertiary,no,1390,no,no,cellular,116,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
7,jul,2021,57,retired,married,primary,no,808,no,no,telephone,274,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
5,aug,2021,48,management,married,tertiary,no,1147,no,no,cellular,389,1,64,2,success,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
4,aug,2021,49,services,married,secondary,no,1122,no,no,cellular,143,1,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,50,technician,married,secondary,no,-568,yes,yes,,860,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,33,blue-collar,married,primary,no,1165,yes,no,,420,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,may,2020,53,services,divorced,secondary,no,-905,yes,no,,213,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,30,unemployed,married,tertiary,no,0,yes,no,cellular,756,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
7,aug,2021,38,technician,married,secondary,no,740,no,no,cellular,259,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
23,jul,2021,44,management,married,secondary,no,8262,yes,no,cellular,201,16,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,39,admin.,single,secondary,no,14,yes,yes,,19,9,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,45,technician,single,,no,7108,yes,yes,cellular,53,1,172,3,failure,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
14,may,2020,36,blue-collar,married,secondary,no,1049,yes,no,cellular,224,4,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,38,blue-collar,married,secondary,no,0,yes,no,cellular,57,5,349,1,other,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,may,2020,36,housemaid,married,secondary,no,419,yes,no,,251,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,apr,2019,30,management,single,tertiary,no,726,yes,no,cellular,39,1,342,3,failure,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
18,jun,2020,28,technician,divorced,tertiary,no,594,yes,yes,,54,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
